timestamp,event,ap_state,rpn_result,fail_count,trigger_channels
1781437797.4996352,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781437797.6242037,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781437798.3763785,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781437798.6262739,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781437802.3748534,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781437802.501209,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781437891.5014155,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT
1781437892.5015078,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781437900.003774,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781437976.001455,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT
1781437977.001938,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781438034.5030508,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438035.0020196,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781438036.0017,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438301.002445,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781438302.0027173,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781438306.5010495,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438320.0036893,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781438320.5016284,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438327.0013218,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781438327.5033927,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438329.504,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781438330.001545,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438330.5038235,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781438331.5033271,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781438364.0034473,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438364.5021198,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781438365.5017571,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT
1781438367.5010703,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438368.0043116,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781438369.0040486,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438493.0028005,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781438494.002401,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781438496.0014591,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438497.001523,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781438497.5029886,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438505.004106,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781438505.5009968,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438506.0024045,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781438507.0036852,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU
1781438543.5037694,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438544.001107,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781438544.503591,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438858.0041096,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781438859.0041862,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781438896.5043185,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438897.0014205,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781438897.5040333,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781438980.5013523,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781438981.5025852,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
