timestamp,event,ap_state,rpn_result,fail_count,trigger_channels
1781436043.8455186,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD1A-OUT|PD2A-OU
1781436043.9700634,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436055.8454897,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781436055.9703286,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436062.717786,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781436062.967931,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436063.0952609,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781436063.2197347,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436063.4703493,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781436063.7204993,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436063.9682136,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781436064.2194333,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD2A-OU
1781436071.8437808,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436072.8430722,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781436073.0934007,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD2A-OU
1781436073.5951238,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436078.845554,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781436079.0952263,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD2A-OU
1781436079.3452876,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436237.3453188,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781436237.5955098,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781436240.0934534,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436342.0968566,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781436343.09776,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781436379.095342,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436379.5973873,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781436380.0951016,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436381.0949662,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781436381.597556,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436383.0964952,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781436384.0964406,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781436385.5951927,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436463.5949717,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781436464.097026,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436465.0977242,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781436465.5946858,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436466.097582,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781436467.0970638,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436467.5959358,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781436468.5967383,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781436485.0955496,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781436586.0969646,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781436587.0969234,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781436598.596099,ALERT→NOMINAL,NOMINAL,NORMAL,0,
