timestamp,event,state,ap_state,nav_state,action_ms,passive
1781435014.8108265,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.105,1
1781435015.807161,ALERT_TRIGGER,IDLE,ALERT,0,0.965,1
1781435015.8523102,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.965,1
1781435015.8542664,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.965,1
1781435015.8545156,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.965,1
1781435015.8553815,ARM_CMD,TRACKING,ALERT,0,0.965,1
1781435015.9521549,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.965,1
1781435015.9558134,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.965,1
1781435015.9560199,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.965,1
1781435015.9579785,ARM_CMD,TRACKING,ALERT,0,0.965,1
1781435016.0518715,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.965,1
1781435016.0534441,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.965,1
1781435016.0535257,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.965,1
1781435016.0549638,ARM_CMD,TRACKING,ALERT,0,0.965,1
1781435016.151295,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.965,1
1781435016.1523752,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.965,1
1781435016.152459,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.965,1
1781435016.15379,ARM_CMD,TRACKING,ALERT,0,0.965,1
1781435016.251609,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.965,1
1781435016.2532508,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.965,1
1781435016.2533286,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.965,1
1781435016.2539783,ARM_CMD,TRACKING,ALERT,0,0.965,1
1781435016.351411,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.099,1
1781435016.3534148,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.099,1
1781435016.3535056,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.099,1
1781435016.355076,ARM_CMD,TRACKING,ALERT,0,1.099,1
1781435016.4514222,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.099,1
1781435016.4524984,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.099,1
1781435016.4525578,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.099,1
1781435016.4534674,ARM_CMD,TRACKING,ALERT,0,1.099,1
1781435016.5516117,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.099,1
1781435016.5531216,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.099,1
1781435016.5531957,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.099,1
1781435016.5544493,ARM_CMD,TRACKING,ALERT,0,1.099,1
1781435016.651693,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.099,1
1781435016.653334,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.099,1
1781435016.653413,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.099,1
1781435016.6547403,ARM_CMD,TRACKING,ALERT,0,1.099,1
1781435016.7515962,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.099,1
1781435016.7531044,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.099,1
1781435016.7531865,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.099,1
1781435016.7544568,ARM_CMD,TRACKING,ALERT,0,1.099,1
1781435016.851897,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.13,1
1781435016.8539197,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.13,1
1781435016.8540041,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.13,1
1781435016.8556619,ARM_CMD,TRACKING,ALERT,0,1.13,1
1781435016.9517667,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.13,1
1781435016.9534602,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.13,1
1781435016.9535618,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.13,1
1781435016.954967,ARM_CMD,TRACKING,ALERT,0,1.13,1
1781435017.051644,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.13,1
1781435017.0533164,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.13,1
1781435017.053401,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.13,1
1781435017.054734,ARM_CMD,TRACKING,ALERT,0,1.13,1
1781435017.1515477,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.13,1
1781435017.1530309,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.13,1
1781435017.1531131,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.13,1
1781435017.1541061,ARM_CMD,TRACKING,ALERT,0,1.13,1
1781435017.2516758,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.13,1
1781435017.2525425,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.13,1
1781435017.252592,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.13,1
1781435017.2532403,ARM_CMD,TRACKING,ALERT,0,1.13,1
1781435017.3516436,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.094,1
1781435017.3532572,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.094,1
1781435017.3534436,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.094,1
1781435017.355141,ARM_CMD,TRACKING,ALERT,0,1.094,1
1781435017.4515426,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.094,1
1781435017.4528987,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.094,1
1781435017.452969,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.094,1
1781435017.4540596,ARM_CMD,TRACKING,ALERT,0,1.094,1
1781435017.5515969,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.094,1
1781435017.553117,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.094,1
1781435017.5532203,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.094,1
1781435017.5541399,ARM_CMD,TRACKING,ALERT,0,1.094,1
1781435017.6516397,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.094,1
1781435017.6532242,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.094,1
1781435017.6533024,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.094,1
1781435017.6545656,ARM_CMD,TRACKING,ALERT,0,1.094,1
1781435017.7515464,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.094,1
