timestamp,event,ap_state,rpn_result,fail_count,trigger_channels
1781442646.824296,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781442646.9512327,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442771.2010958,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781442771.4488735,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442771.6993263,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781442771.950926,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442772.3244698,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781442772.5757475,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU
1781442779.7005138,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442782.075613,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781442782.32554,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU
1781442783.3257413,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442783.4488175,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781442783.5757551,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442784.074337,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781442784.1983328,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442870.078688,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781442871.0793881,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT
1781442972.0767348,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442974.0776377,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781442975.0775146,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442976.5763018,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781442977.57636,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU
1781442983.076563,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442983.5773768,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781442984.0762274,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
