timestamp,event,ap_state,rpn_result,fail_count,trigger_channels
1781439455.5883002,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781439455.7118309,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781439456.4637659,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781439456.713812,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781439460.4632404,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781439460.587605,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781439549.5888202,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT
1781439550.5885391,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781439558.0900168,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781439634.0894732,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT
1781439635.0896564,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781439692.5910552,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781439693.0884051,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781439694.0894856,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781439959.0911677,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781439960.0907848,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781439964.5902915,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781439978.0889728,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781439978.5911977,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781439985.090947,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781439985.5896442,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781439987.588741,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781439988.092037,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781439988.5897532,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781439989.5901659,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781440022.089468,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781440022.5910745,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781440023.5906804,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT
1781440025.5907128,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781440026.0893567,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781440027.0895965,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781440151.090074,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781440152.0902975,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781440154.0909386,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781440155.0908108,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781440155.58899,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781440163.0891986,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781440163.5912464,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781440164.0895705,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781440165.0897353,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU
1781440201.5894659,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781440202.0908802,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781440202.5895581,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781440516.0910137,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781440517.090994,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781440554.590885,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781440555.090319,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781440555.5905547,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781440638.5893703,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781440639.5899749,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
