timestamp,event,ap_state,rpn_result,fail_count,trigger_channels
1781441111.6351988,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781441111.762829,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441112.513011,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781441112.7630541,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441116.510515,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781441116.6374953,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441205.637688,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT
1781441206.6386263,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781441214.1380258,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441290.1377237,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT
1781441291.1394565,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781441348.639541,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441349.1383164,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781441350.138524,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441615.138336,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781441616.139203,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781441620.6375725,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441634.1399043,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781441634.6385186,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441641.1381688,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781441641.639755,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441643.6407561,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781441644.137628,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441644.6413968,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781441645.640567,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781441678.1401968,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441678.6385746,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781441679.6381655,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT
1781441681.6376274,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441682.1406505,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781441683.1403203,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441807.139883,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781441808.1394506,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781441810.1381443,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441811.1379397,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781441811.6398625,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441819.1397142,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781441819.63787,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441820.1404517,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781441821.140309,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU
1781441857.6390147,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781441858.1377687,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781441858.640275,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442172.1402876,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781442173.1408734,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781442210.640352,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442211.1377032,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU
1781442211.6393018,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781442294.63811,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781442295.6379974,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
