timestamp,event,state,ap_state,nav_state,action_ms,passive
1781441111.6413906,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.907,1
1781441112.5149972,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.097,1
1781441116.5126617,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.848,1
1781441205.6401398,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.107,1
1781441206.641071,ALERT_TRIGGER,IDLE,ALERT,0,1.17,1
1781441206.6937346,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.17,1
1781441206.6957562,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.17,1
1781441206.6958458,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.17,1
1781441206.6966577,ARM_CMD,TRACKING,ALERT,0,1.17,1
1781441206.79334,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.17,1
1781441206.794277,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.17,1
1781441206.7943265,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.17,1
1781441206.7950962,ARM_CMD,TRACKING,ALERT,0,1.17,1
1781441206.8935127,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.17,1
1781441206.8951292,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.17,1
1781441206.8952012,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.17,1
1781441206.8964252,ARM_CMD,TRACKING,ALERT,0,1.17,1
1781441206.9935648,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.17,1
1781441206.9949822,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.17,1
1781441206.9950533,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.17,1
1781441206.9960856,ARM_CMD,TRACKING,ALERT,0,1.17,1
1781441207.0935097,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.17,1
1781441207.0950892,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.17,1
1781441207.09517,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.17,1
1781441207.0964196,ARM_CMD,TRACKING,ALERT,0,1.17,1
1781441207.193307,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.626,1
1781441207.194711,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.626,1
1781441207.1947808,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.626,1
1781441207.1957114,ARM_CMD,TRACKING,ALERT,0,0.626,1
1781441207.293351,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.626,1
1781441207.2943835,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.626,1
1781441207.2944427,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.626,1
1781441207.2954378,ARM_CMD,TRACKING,ALERT,0,0.626,1
1781441207.3934345,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.626,1
1781441207.394951,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.626,1
1781441207.3950307,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.626,1
1781441207.3962698,ARM_CMD,TRACKING,ALERT,0,0.626,1
1781441207.4936187,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.626,1
1781441207.4952314,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.626,1
1781441207.4953122,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.626,1
