timestamp,event,ap_state,rpn_result,fail_count,trigger_channels
1781425330.1408734,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD1A-OUT|PD2A-OU
1781425330.2631567,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425342.1402028,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781425342.2643373,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425350.640912,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781425350.8908455,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD2A-OU
1781425358.0141237,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425359.1419835,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781425359.3893437,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD2A-OU
1781425359.5155966,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425365.2646701,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781425365.515132,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD2A-OU
1781425365.7645454,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425366.640897,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781425366.764459,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425376.1410115,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781425376.2630768,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425376.7661395,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781425376.8887148,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425377.0161304,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781425377.2642457,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD2A-OU
1781425377.3912613,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425389.0152445,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781425389.1412485,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425389.3910713,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781425389.516328,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425389.638248,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781425389.8902123,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD2A-OU
1781425390.8899379,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425523.6420603,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781425523.8933582,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781425527.0158167,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425628.3940518,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781425629.3941793,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781425665.3969996,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425745.3976743,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781425746.396713,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT
1781425776.8928263,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425777.3970342,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781425778.3961823,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT
1781425778.8950272,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425779.3957455,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781425779.8967931,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425872.3948019,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781425873.3943377,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781425895.3971372,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781425895.8942025,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781425896.3960898,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
