timestamp,event,ap_state,rpn_result,fail_count,trigger_channels
1781433160.2881203,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781433160.4126906,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433160.7859926,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781433161.0380445,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781433163.1621087,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433163.2886753,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781433163.5388525,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433163.788433,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781433164.0367184,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781433165.5386164,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433165.7883844,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781433166.037753,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781433166.662511,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433166.7885897,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781433167.0365298,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781433171.9119742,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433172.7883823,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781433173.0385208,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433173.5385678,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781433173.6639555,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433174.5368829,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781433174.6638913,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433230.4144013,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD2A-OU
1781433230.5385041,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433230.6622233,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT
1781433230.9121377,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT
1781433231.0396411,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433428.4177945,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781433428.6659365,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433440.4146974,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT
1781433440.665581,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433457.416854,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781433458.4201133,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781433557.4177163,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433557.919984,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781433558.9200733,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT
1781433560.4163868,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433560.9202483,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781433561.4160025,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433561.9196403,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781433562.919455,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781433563.4156199,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433568.9157152,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781433569.42038,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433899.416369,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT
1781433899.9197006,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433913.918794,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD2A-OU
1781433914.4160125,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781433916.9188015,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781433917.4200363,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781434299.9186885,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT
1781434300.91807,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
