onset,peak,end,peak_pfu,duration_hr,flare_max_ut,flare_lead_min,xray_class,xray_numeric,optical_class,optical_numeric,ar_location,ar_latitude,ar_longitude,cme_direction,ar_region
2001-09-24 12:15,2001-09-25 22:35,2001-09-27 22:35,12900,34.33,,,Sep 24,,1038,,X2/2B,,,,S16E23
2001-10-01 11:45,2001-10-02 08:10,2001-10-04 08:10,2360,20.42,2001-10-01 05:15,390.0,M9,900.0,,,S22W91,-22.0,91.0,SW,9628
2001-10-19 22:25,2001-10-19 22:35,2001-10-21 22:35,11,0.17,,,Oct 19,,1630,,X1/2B,,,,N15W29
2001-10-22 19:10,2001-10-22 21:30,2001-10-24 21:30,24,2.33,2001-10-22 17:59,71.0,X1,1000.0,2B,3.0,S18E16,-18.0,-16.0,SE,9672
2001-11-04 17:05,2001-11-06 02:15,2001-11-08 02:15,31700,33.17,,,Nov 04,,1620,,X1/3B,,,,N06W18
2001-11-19 12:30,2001-11-20 00:10,2001-11-22 00:10,34,11.67,,,Nov 17,,0525,,M2/1N,,,,S13E42
2001-11-22 23:20,2001-11-24 05:55,2001-11-26 05:55,18900,30.58,,,Nov 22,,2330,,M9/2N,,,,S15W34
2001-12-26 06:05,2001-12-26 11:15,2001-12-28 11:15,779,5.17,2001-12-26 05:40,25.0,M7,700.0,1B,2.0,N08W54,8.0,54.0,W,9742
2001-12-29 05:10,2001-12-29 08:15,2001-12-31 08:15,76,3.08,2001-12-28 20:45,505.0,X3,3000.0,,,S26E90,-26.0,-90.0,E,9767
2001-12-30 02:45,2001-12-31 16:20,2002-01-02 16:20,108,37.58,,,,,,,,,,,
2002-01-10 20:45,2002-01-11 05:30,2002-01-13 05:30,91,8.75,2002-01-08 20:25,2900.0,C9,90.0,,,E limb,,,E,
2002-01-15 14:35,2002-01-15 20:00,2002-01-17 20:00,15,5.42,,,Jan 14,,0627,,M4,,,,W limb
2002-02-20 07:30,2002-02-20 07:55,2002-02-22 07:55,13,0.42,2002-02-20 06:12,78.0,M5,500.0,1N	N12W72,,9825,,,W,
2002-03-17 08:20,2002-03-17 08:50,2002-03-19 08:50,13,0.5,,,Mar 15,,2310,,M2/1F	S08W03,,,,9866
2002-03-18 13:00,2002-03-19 06:50,2002-03-21 06:50,53,17.83,,,,,,,,,,,
2002-03-20 15:10,2002-03-20 15:25,2002-03-22 15:25,19,0.25,2002-03-18 02:31,3639.0,M1,100.0,,,S09W46,-9.0,46.0,W,near 9866
2002-03-22 20:20,2002-03-23 13:20,2002-03-25 13:20,16,17.0,,,Mar 22,,1114,,M1,,,,W limb
2002-04-17 15:30,2002-04-17 15:40,2002-04-19 15:40,24,0.17,,,Apr 17,,0824,,M2/2N	S14W34,,,,9906
2002-04-21 02:25,2002-04-21 23:20,2002-04-23 23:20,2520,20.92,2002-04-21 01:51,34.0,X1,1000.0,1F	S14W84,,9906,,,W,
2002-07-07 18:30,2002-07-07 19:55,2002-07-09 19:55,22,1.42,2002-07-07 11:43,407.0,M1,100.0,,,W limb,,,W,17
2002-07-16 17:50,2002-07-17 16:00,2002-07-19 16:00,234,22.17,,,Jul 15,,2008,,X3/3B	N19W01,,,,30
2002-07-19 10:50,2002-07-19 15:15,2002-07-21 15:15,13,4.42,,,,,,,,,,,
2002-07-22 06:55,2002-07-23 10:25,2002-07-25 10:25,28,27.5,,,Jul 20,,2130,,X3,,,,SE limb
2002-08-14 09:00,2002-08-14 16:20,2002-08-16 16:20,26,7.33,2002-08-14 02:12,408.0,M2,200.0,1N	N09W54,,61,,,NW,
2002-08-22 04:40,2002-08-22 09:40,2002-08-24 09:40,36,5.0,2002-08-22 01:57,163.0,M5,500.0,2B	S07W62,,69,,,SW,
2002-08-24 01:40,2002-08-24 08:35,2002-08-26 08:35,317,6.92,2002-08-24 01:12,28.0,X3,3000.0,1F	S08W90,,69,,,W,
2002-09-07 04:40,2002-09-07 16:50,2002-09-09 16:50,208,12.17,,,Sep 05,,1706,,C5/DSF	N09E28,,,,102
2002-11-09 19:20,2002-11-10 05:40,2002-11-12 05:40,404,10.33,2002-11-09 13:23,357.0,M4,400.0,2B	S12W29,,180,,,SW,
2003-05-28 23:35,2003-05-29 15:30,2003-05-31 15:30,121,15.92,,,May 28,,0027,,X3/2B	S07W17,,,,365
2003-05-31 04:40,2003-05-31 06:45,2003-06-02 06:45,27,2.08,2003-05-31 02:24,136.0,M9,900.0,2B	S07W65,,365,,,W,
2003-06-18 20:50,2003-06-19 04:50,2003-06-21 04:50,24,8.0,,,Jun 17,,2255,,M6,,,,S08E61
2003-10-26 18:25,2003-10-26 22:35,2003-10-28 22:35,466,4.17,,,Oct 26,,1819,,X1/1N	N02W38,,,,484
2003-10-28 12:15,2003-10-29 06:15,2003-10-31 06:15,29500,18.0,,,Oct 28,,1110,,X17/4B	S16E08,,,,486
2003-11-02 11:05,2003-11-03 08:15,2003-11-05 08:15,1570,21.17,,,,,,,,,,,
2003-11-04 22:25,2003-11-05 06:00,2003-11-07 06:00,353,7.58,,,Nov 04,,1929,,X28/3B	S19W83,,,,486
2003-11-21 23:55,2003-11-22 02:30,2003-11-24 02:30,13,2.58,2003-11-20 23:53,1442.0,M5,500.0,2B	N02W17,,501,,,SW,
2003-12-02 15:05,2003-12-02 17:30,2003-12-04 17:30,86,2.42,,,Dec 02,,0948,,C7,,,,W limb
2004-04-11 11:35,2004-04-11 18:45,2004-04-13 18:45,35,7.17,2004-04-11 04:19,436.0,C9,90.0,1F,1.0,S14W47,-14.0,47.0,SW,588
2004-07-25 18:55,2004-07-26 22:50,2004-07-28 22:50,2086,27.92,,,Jul 25,,1514,,M1/1F,,,,N08W33
2004-09-13 21:05,2004-09-14 00:05,2004-09-16 00:05,273,3.0,,,Sep 12,,0056,,M4/2N,,,,N04E42
2004-09-19 19:25,2004-09-20 01:00,2004-09-22 01:00,57,5.58,2004-09-19 17:12,133.0,M1,100.0,,,N03W58,3.0,58.0,W,672
2004-11-01 06:55,2004-11-01 08:05,2004-11-03 08:05,63,1.17,,,,,,,,,,W,
2004-11-07 19:10,2004-11-08 01:15,2004-11-10 01:15,495,6.08,,,Nov 07,,1606,,X2,,,,N09W17
2005-01-16 02:10,2005-01-17 17:50,2005-01-19 17:50,5040,39.67,,,Jan 15,,2302,,X2,,,,N15W05
2005-05-14 05:25,2005-05-15 02:40,2005-05-17 02:40,3140,21.25,,,May 13,,1657,,M8/2B,,,,N12E11
2005-06-16 22:00,2005-06-17 05:00,2005-06-19 05:00,44,7.0,2005-06-16 20:22,98.0,M4,400.0,,,N09W87,9.0,87.0,W,775
2005-07-14 02:45,2005-07-15 03:45,2005-07-17 03:45,134,25.0,,,Jul 13,,1449,,M5,,,,N10W80
2005-07-27 23:00,2005-07-29 17:15,2005-07-31 17:15,41,42.25,,,Jul 27,,0502,,M3,,,,N11E90
2005-08-22 20:40,2005-08-23 10:45,2005-08-25 10:45,330,14.08,,,Aug 22,,1727,,M5/1N,,,,S12W60
2005-09-08 02:15,2005-09-11 04:25,2005-09-13 04:25,1880,74.17,2005-09-07 17:40,515.0,X17,17000.0,3B,4.0,S06E89,-6.0,-89.0,E,808
2006-12-06 15:55,2006-12-07 19:30,2006-12-09 19:30,1980,27.58,,,Dec 05,,1035,,X9/2N,,,,S07E79
2006-12-13 03:10,2006-12-13 09:25,2006-12-15 09:25,698,6.25,,,Dec 13,,0240,,X3/4B,,,,S05W23
2010-08-14 12:30,2010-08-14 12:45,2010-08-16 12:45,14,0.25,2010-08-14 10:05,145.0,C4,40.0,0F,,N17W52,17.0,52.0,W,1099
2011-03-08 01:05,2011-03-08 08:00,2011-03-10 08:00,50,6.92,2011-03-07 20:12,293.0,M3,300.0,SF,0.0,N24W59,24.0,59.0,NW,1164
2011-03-21 19:50,2011-03-22 01:35,2011-03-24 01:35,14,5.75,,,,,,,N/A,,,NW,1169
2011-06-07 08:20,2011-06-07 18:20,2011-06-09 18:20,72,10.0,2011-06-07 08:03,17.0,M2,200.0,2N,3.0,S21W64,-21.0,64.0,SW,1226
2011-08-04 06:35,2011-08-05 21:50,2011-08-07 21:50,96,39.25,2011-08-04 04:12,143.0,M9,900.0,2B,3.0,N15W49,15.0,49.0,NW,1261
2011-08-09 08:45,2011-08-09 12:10,2011-08-11 12:10,26,3.42,2011-08-09 08:05,40.0,X6,6000.0,2B,3.0,N17W83,17.0,83.0,NW,1263
2011-09-23 22:55,2011-09-26 11:55,2011-09-28 11:55,35,61.0,2011-09-22 11:01,2154.0,X1,1000.0,2N,3.0,N11E74,11.0,-74.0,NE,1302
2011-11-26 11:25,2011-11-27 01:25,2011-11-29 01:25,80,14.0,2011-11-26 07:10,255.0,,,,,N08W49,8.0,49.0,NW,1353
2012-01-23 05:30,2012-01-24 15:30,2012-01-26 15:30,6310,34.0,2012-01-23 03:59,91.0,M8,800.0,2B,3.0,N28W36,28.0,36.0,NW,1402
2012-01-27 19:05,2012-01-28 02:05,2012-01-30 02:05,796,7.0,2012-01-27 18:37,28.0,X1,1000.0,1F,1.0,N27W71,27.0,71.0,NW,1402
2012-03-07 05:10,2012-03-08 11:15,2012-03-10 11:15,6530,30.08,2012-03-07 00:24,286.0,X5,5000.0,3B,4.0,N17E15,17.0,-15.0,NE,1429
2012-03-13 18:10,2012-03-13 20:45,2012-03-15 20:45,469,2.58,2012-03-13 17:41,29.0,M7,700.0,,,N18W62,18.0,62.0,NW,1429
2012-05-17 02:10,2012-05-17 04:30,2012-05-19 04:30,255,2.33,2012-05-17 01:47,23.0,M5,500.0,1F,1.0,N12W89,12.0,89.0,NW,1476
2012-05-27 05:35,2012-05-27 10:45,2012-05-29 10:45,14,5.17,,,,,,,N/A,,,,1482
2012-06-16 19:55,2012-06-16 20:20,2012-06-18 20:20,14,0.42,2012-06-14 14:35,3200.0,M1,100.0,1N,2.0,S17E14,-17.0,-14.0,SE,1504
2012-07-07 04:00,2012-07-07 07:45,2012-07-09 07:45,25,3.75,2012-07-06 23:08,292.0,X1,1000.0,,,S18W50,-18.0,50.0,SW,1515
2012-07-12 18:35,2012-07-12 22:25,2012-07-14 22:25,96,3.83,2012-07-12 17:10,85.0,X1,1000.0,2B,3.0,S16W09,-16.0,9.0,SW,1520
2012-07-17 17:15,2012-07-18 06:00,2012-07-20 06:00,136,12.75,2012-07-17 17:15,0.0,M1,100.0,,,S17W75,-17.0,75.0,SW,1520
2012-07-23 15:45,2012-07-23 21:45,2012-07-25 21:45,12,6.0,,,1520,,,,,,,SW,
2012-09-01 13:35,2012-09-02 08:59,2012-09-04 08:59,59,19.4,2012-08-31 20:43,1012.0,C8,80.0,2F,2.0,S06E20,-6.0,-20.0,SE,
2012-09-28 03:00,2012-09-28 04:45,2012-09-30 04:45,28,1.75,2012-09-27 23:57,183.0,C3,30.0,1F,1.0,N08W41,8.0,41.0,NW,1577
2013-03-16 19:40,2013-03-17 07:00,2013-03-19 07:00,16,11.33,2013-03-15 06:58,2202.0,M1,100.0,1F,1.0,N11E12,11.0,-12.0,NE,1692
2013-04-11 10:55,2013-04-11 16:45,2013-04-13 16:45,114,5.83,2013-04-11 07:16,219.0,M6,600.0,3B,4.0,N09E12,9.0,-12.0,NE,1719
2013-05-14 13:25,2013-05-17 17:20,2013-05-19 17:20,41,75.92,2013-05-15 01:48,-743.0,X1,1000.0,2N,3.0,N11E51,11.0,-51.0,NE,1748
2013-05-22 14:20,2013-05-23 06:50,2013-05-25 06:50,1660,16.5,2013-05-22 13:22,58.0,M5,500.0,3N,4.0,N15W70,15.0,70.0,NW,1745
2013-06-23 20:14,2013-06-24 05:20,2013-06-26 05:20,14,9.1,2013-06-21 03:14,3900.0,M2,200.0,1F,1.0,S16E66,-16.0,-66.0,SE,1777
2013-09-30 05:05,2013-09-30 20:05,2013-10-02 20:05,182,15.0,2013-09-29 23:37,328.0,,,,,N15W40,15.0,40.0,NW,N/A
2013-12-28 21:50,2013-12-28 23:15,2013-12-30 23:15,29,1.42,2013-12-28 18:02,228.0,C9,90.0,SN,1.0,S18E07,-18.0,-7.0,SE,1936
2014-01-06 09:15,2014-01-06 16:00,2014-01-08 16:00,42,6.75,,,,,,,S15E90,-15.0,-90.0,SE,1936
2014-01-06 09:15,2014-01-09 03:40,2014-01-11 03:40,1033,66.42,2014-01-07 18:32,-1997.0,X1,1000.0,2N,3.0,S15W11,-15.0,11.0,SW,1944
2014-02-20 08:50,2014-02-20 09:25,2014-02-22 09:25,22,0.58,2014-02-20 07:56,54.0,M3,300.0,SN,1.0,S15W67,-15.0,67.0,SW,1976
2014-02-25 13:55,2014-02-28 08:45,2014-03-02 08:45,103,66.83,2014-02-25 00:49,786.0,X4,4000.0,2B,3.0,S12E82,-12.0,-82.0,SE,1990
2015-06-18 11:35,2015-06-18 14:45,2015-06-20 14:45,16,3.17,2015-06-18 01:27,608.0,M1.3,130.0,,,S13W102,-13.0,102.0,SW,2365
2015-10-29 05:50,2015-10-29 10:00,2015-10-31 10:00,23,4.17,,,,,,,,,,SW,
2016-01-02 04:30,2016-01-02 04:50,2016-01-04 04:50,21,0.33,2016-01-02 00:11,259.0,M2.0,200.0,,,S21W73,-21.0,73.0,SW,2473
2017-09-05 07:51,2017-09-05 19:30,2017-09-07 19:30,210,11.65,2017-09-04 20:33,678.0,M5.0,500.0,,,S08W16,-8.0,16.0,SW,2673
2021-05-29 03:00,2021-05-29 03:20,2021-05-31 03:20,15,0.33,2021-05-28 23:12,228.0,C9,90.0,1F,1.0,N18W70,18.0,70.0,NW,2824
2021-10-30 21:00,2021-10-30 21:05,2021-11-01 21:05,11,0.08,,,,,,,S26E15,-26.0,-15.0,SE,2887
2022-01-20 08:00,2022-01-20 10:15,2022-01-22 10:15,22,2.25,2022-01-20 06:01,119.0,M5,500.0,1F,1.0,N08W68,8.0,68.0,NW,2929
2022-03-28 13:25,2022-03-28 14:50,2022-03-30 14:50,19,1.42,2022-03-28 11:30,115.0,M4.0,400.0,,,N13W06,13.0,6.0,NW,2975
2022-03-31 06:20,2022-03-31 06:30,2022-04-02 06:30,11,0.17,2022-03-28 11:29,4011.0,M4.0,400.0,,,N13W06,13.0,6.0,NW,2975
2022-04-02 14:30,2022-04-02 16:00,2022-04-04 16:00,32,1.5,2022-04-02 13:55,35.0,M4,400.0,1N,2.0,N14W65,14.0,65.0,NW,2975
2023-07-18 01:15,2023-07-18 06:15,2023-07-20 06:15,620,5.0,2023-07-18 00:06,69.0,,,,,S25W78,-25.0,78.0,SW,3363
2023-07-29 00:20,2023-07-29 09:20,2023-07-31 09:20,154,9.0,2023-07-28 15:58,502.0,,,,,N27W108,27.0,108.0,NW,3376
2023-09-01 04:30,2023-09-01 06:10,2023-09-03 06:10,26,1.67,2023-09-01 03:51,39.0,,,,,N13W68,13.0,68.0,NW,3413
2024-01-03 20:05,2024-01-04 08:35,2024-01-06 08:35,20,12.5,2023-12-31 21:35,4230.0,X5,5000.0,3B,4.0,N04E73,4.0,-73.0,NE,3536
2024-01-29 06:15,2024-01-29 18:05,2024-01-31 18:05,137,11.83,2024-01-29 04:38,97.0,M6,600.0,SF,0.0,N29W85,29.0,85.0,NW,3559
2024-02-09 15:30,2024-02-09 23:55,2024-02-11 23:55,187,8.42,2024-02-09 13:14,136.0,X3.3,3300.0,,,S16E14,-16.0,-14.0,SW,3575
2024-05-10 13:35,2024-05-10 17:45,2024-05-12 17:45,207,4.17,2024-05-10 06:54,401.0,X4,4000.0,2B,3.0,S20W26,-20.0,26.0,SW,3664
2024-05-13 14:00,2024-05-14 05:20,2024-05-16 05:20,121,15.33,2024-05-13 09:44,256.0,M6,600.0,SF,0.0,S19W87,-19.0,87.0,SW,3664
2024-09-09 16:40,2024-09-09 22:50,2024-09-11 22:50,34,6.17,2024-09-09 03:32,788.0,M1.0,100.0,,,S11W88,-11.0,88.0,SW,3806
2024-09-17 07:35,2024-09-17 10:50,2024-09-19 10:50,33,3.25,2024-09-14 15:29,3846.0,X4,4000.0,2B,3.0,S18E62,-18.0,-62.0,SE,3825
2024-10-09 05:05,2024-10-10 15:15,2024-10-12 15:15,1810,34.17,2024-10-09 01:56,189.0,X1.8,1800.0,,,N12W25,12.0,25.0,NW,3848
2025-02-25 00:20,2025-02-25 02:40,2025-02-27 02:40,37,2.33,2025-02-24 23:02,78.0,M3.9,390.0,,,S14,,,SW,
2025-03-31 11:05,2025-04-01 04:25,2025-04-03 04:25,100,17.33,2025-03-28 15:21,4064.0,X1.1,1100.0,,,N05E69,5.0,-69.0,NE,4046
2025-11-10 10:30,2025-11-12 02:30,2025-11-14 02:30,1460,40.0,2025-11-10 09:19,71.0,X1,1000.0,2B,3.0,N24W24,24.0,24.0,NW,4274
2025-11-11 12:25,2025-11-12 02:15,2025-11-14 02:15,1460,13.83,2025-11-11 10:04,141.0,X5,5000.0,3B,4.0,N24W28,24.0,28.0,NW,4274
2025-11-12 01:45,2025-11-12 02:15,2025-11-14 02:15,1460,0.5,2025-11-11 10:04,941.0,X5,5000.0,3B,4.0,N24W28,24.0,28.0,NW,4274
