timestamp,event,state,ap_state,nav_state,action_ms,passive
1781442646.8375027,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.982,1
1781442771.2032971,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.859,1
1781442771.7012084,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.855,1
1781442772.3264248,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.65,1
1781442772.5777252,ALERT_TRIGGER,IDLE,ALERT,0,0.848,1
1781442773.4129958,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.648,1
1781442773.4141426,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.648,1
1781442773.4142315,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.648,1
1781442773.4155293,ARM_CMD,TRACKING,ALERT,0,0.648,1
1781442773.5129383,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.874,1
1781442773.5139642,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.874,1
1781442773.5140302,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.874,1
1781442773.5150473,ARM_CMD,TRACKING,ALERT,0,0.874,1
1781442773.613017,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.694,1
1781442773.6142223,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.694,1
1781442773.6142836,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.694,1
1781442773.6151524,ARM_CMD,TRACKING,ALERT,0,0.694,1
1781442773.712921,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.728,1
1781442773.7142107,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.728,1
1781442773.7142808,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.728,1
1781442773.7152274,ARM_CMD,TRACKING,ALERT,0,0.728,1
1781442773.813278,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.728,1
1781442773.8144512,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.728,1
1781442773.8145354,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.728,1
1781442773.8151817,ARM_CMD,TRACKING,ALERT,0,0.728,1
1781442773.9132376,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.87,1
1781442773.914965,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.87,1
1781442773.9150507,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.87,1
1781442773.9163105,ARM_CMD,TRACKING,ALERT,0,0.87,1
1781442774.0132139,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.846,1
1781442774.014966,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.846,1
1781442774.015046,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.846,1
1781442774.0162804,ARM_CMD,TRACKING,ALERT,0,0.846,1
1781442774.112992,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.947,1
1781442774.1145084,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.947,1
1781442774.1145833,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.947,1
1781442774.1158185,ARM_CMD,TRACKING,ALERT,0,0.947,1
1781442774.2130196,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.976,1
1781442774.214738,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.976,1
1781442774.2148309,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.976,1
1781442774.2160594,ARM_CMD,TRACKING,ALERT,0,0.976,1
1781442774.3132064,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.976,1
1781442774.314889,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.976,1
1781442774.3149674,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.976,1
1781442774.316202,ARM_CMD,TRACKING,ALERT,0,0.976,1
1781442774.4132566,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.783,1
1781442774.414963,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.783,1
1781442774.4150417,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.783,1
1781442774.4162948,ARM_CMD,TRACKING,ALERT,0,0.783,1
1781442774.5129898,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.991,1
1781442774.5140116,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.991,1
1781442774.5140605,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.991,1
1781442774.5150986,ARM_CMD,TRACKING,ALERT,0,0.991,1
1781442774.6131105,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.687,1
1781442774.6148062,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.687,1
1781442774.614888,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.687,1
1781442774.6161075,ARM_CMD,TRACKING,ALERT,0,0.687,1
1781442774.7129428,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.006,1
1781442774.7146358,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.006,1
1781442774.7147372,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.006,1
1781442774.7160282,ARM_CMD,TRACKING,ALERT,0,1.006,1
1781442774.8132236,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.006,1
1781442774.8148773,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.006,1
1781442774.8149552,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.006,1
1781442774.8162498,ARM_CMD,TRACKING,ALERT,0,1.006,1
1781442774.91327,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.114,1
1781442774.9149637,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.114,1
1781442774.915049,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.114,1
1781442774.9163907,ARM_CMD,TRACKING,ALERT,0,1.114,1
1781442775.0131586,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.878,1
1781442775.0141978,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.878,1
1781442775.0142465,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.878,1
1781442775.0149405,ARM_CMD,TRACKING,ALERT,0,0.878,1
1781442775.113206,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.034,1
1781442775.1145718,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.034,1
1781442775.1146233,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.034,1
1781442775.115271,ARM_CMD,TRACKING,ALERT,0,1.034,1
1781442775.213069,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.932,1
1781442775.2147446,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.932,1
1781442775.2148318,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.932,1
1781442775.2160716,ARM_CMD,TRACKING,ALERT,0,0.932,1
1781442775.3132355,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.932,1
1781442775.3148866,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.932,1
1781442775.3149662,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.932,1
1781442775.316171,ARM_CMD,TRACKING,ALERT,0,0.932,1
1781442775.4130468,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.789,1
1781442775.4140115,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.789,1
1781442775.4140565,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.789,1
1781442775.4153144,ARM_CMD,TRACKING,ALERT,0,0.789,1
1781442775.5131564,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.167,1
1781442775.514139,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.167,1
1781442775.514185,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.167,1
1781442775.5148537,ARM_CMD,TRACKING,ALERT,0,1.167,1
1781442775.613083,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.796,1
1781442775.6147637,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.796,1
1781442775.6148455,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.796,1
1781442775.616088,ARM_CMD,TRACKING,ALERT,0,0.796,1
