timestamp,event,ap_state,rpn_result,fail_count,trigger_channels
1781443891.0596313,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781443891.1835973,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781443891.560648,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781443891.8092434,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781443893.9355543,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781443894.0586119,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781443894.3099234,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781443894.5606625,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781443894.8092372,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781443896.3087065,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781443896.5608468,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781443896.8108537,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781443897.4352767,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781443897.5606315,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781443897.8105392,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781443902.6858313,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781443903.5601263,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781443903.809298,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781443904.3108974,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781443904.43496,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781443905.311011,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781443905.4344015,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781443961.1857178,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD2A-OU
1781443961.309008,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781443961.4357433,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT
1781443961.6859968,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT
1781443961.8108027,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781444159.1859133,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781444159.433637,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781444171.1859105,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT
1781444171.4357717,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781444188.1882029,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT
1781444189.1884868,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT|PD2A-OU
1781444275.185827,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781444276.686212,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781444277.6867578,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
1781444279.1880362,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781444279.6858504,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781444280.6858485,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD1A-OUT
1781444282.1891,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781444630.1861253,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD3A-OUT|PD1A-OUT
1781444630.6876945,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781444644.6889555,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD2A-OU
1781444645.187348,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781444647.6867692,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781444648.1872928,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781445027.6887946,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781445028.6883461,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT
1781445189.188396,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781445189.6870914,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD2A-OU
1781445190.686973,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
