timestamp,event,state,ap_state,nav_state,action_ms,e2e_ms,passive,ai_gate_mode,arming_state,no_px4
1787425507.3942673,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.472,,0,gate,1,0
1787425508.1455622,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.527,,0,gate,1,0
1787425511.2725255,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.77,,0,gate,1,0
1787425512.8930109,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.094,,0,gate,1,0
1787425513.7733562,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.652,,0,gate,1,0
1787425519.1462307,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.445,,0,gate,1,0
1787425520.023097,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,5.059,,0,gate,1,0
1787425523.894401,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.899,,0,gate,1,0
1787425524.7696645,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,2.345,,0,gate,1,0
1787425525.6460419,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,2.137,,0,gate,1,0
1787425530.145624,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.792,,0,gate,1,0
1787425531.019853,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,2.168,,0,gate,1,0
1787425535.770991,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.744,,0,gate,1,0
1787425537.3959854,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.77,,0,gate,1,0
1787425538.2691748,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,1.385,,0,gate,1,0
1787425542.0227268,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,4.265,,0,gate,1,0
1787425543.6448169,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,4,2.19,,0,gate,1,0
