timestamp,event,state,ap_state,nav_state,action_ms,passive
1781436043.8518147,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.046,1
1781436055.8479152,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.918,1
1781436062.7200599,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.83,1
1781436063.097422,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.806,1
1781436063.4726202,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.906,1
1781436063.970439,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.882,1
1781436064.2217445,ALERT_TRIGGER,IDLE,ALERT,0,0.894,1
1781436064.980239,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.853,1
1781436064.9820974,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.853,1
1781436064.9822004,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.853,1
1781436064.983501,ARM_CMD,TRACKING,ALERT,0,0.853,1
1781436065.0803602,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.853,1
1781436065.0817878,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.853,1
1781436065.0818293,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.853,1
1781436065.0824707,ARM_CMD,TRACKING,ALERT,0,0.853,1
1781436065.1802003,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.965,1
1781436065.1816647,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.965,1
1781436065.1817422,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.965,1
1781436065.1831307,ARM_CMD,TRACKING,ALERT,0,0.965,1
1781436065.2804372,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.964,1
1781436065.2821045,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.964,1
1781436065.282181,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.964,1
1781436065.283455,ARM_CMD,TRACKING,ALERT,0,0.964,1
1781436065.3802676,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.949,1
1781436065.3819373,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.949,1
1781436065.3820112,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.949,1
1781436065.3832886,ARM_CMD,TRACKING,ALERT,0,0.949,1
1781436065.4801884,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.204,1
1781436065.481788,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.204,1
1781436065.4818702,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.204,1
1781436065.4831605,ARM_CMD,TRACKING,ALERT,0,1.204,1
1781436065.5803118,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.204,1
1781436065.581845,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.204,1
1781436065.5819168,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.204,1
1781436065.5832155,ARM_CMD,TRACKING,ALERT,0,1.204,1
1781436065.6805398,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.082,1
1781436065.6818497,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.082,1
1781436065.6819031,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.082,1
1781436065.683413,ARM_CMD,TRACKING,ALERT,0,1.082,1
1781436065.7806206,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.917,1
1781436065.7830062,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.917,1
1781436065.7830973,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.917,1
1781436065.7848027,ARM_CMD,TRACKING,ALERT,0,0.917,1
1781436065.8803976,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.911,1
1781436065.8823242,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.911,1
1781436065.8824353,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.911,1
1781436065.883898,ARM_CMD,TRACKING,ALERT,0,0.911,1
1781436065.9801285,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.952,1
1781436065.9816208,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.952,1
1781436065.981694,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.952,1
1781436065.9824362,ARM_CMD,TRACKING,ALERT,0,0.952,1
1781436066.080403,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.952,1
1781436066.082057,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.952,1
1781436066.082136,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.952,1
1781436066.0834537,ARM_CMD,TRACKING,ALERT,0,0.952,1
1781436066.1804109,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.886,1
1781436066.182097,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.886,1
1781436066.1821775,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.886,1
1781436066.1834877,ARM_CMD,TRACKING,ALERT,0,0.886,1
1781436066.28029,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.109,1
1781436066.2819364,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.109,1
1781436066.2820163,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.109,1
1781436066.2833223,ARM_CMD,TRACKING,ALERT,0,1.109,1
1781436066.3801656,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.7,1
1781436066.3819275,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.7,1
1781436066.3819854,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.7,1
1781436066.3827052,ARM_CMD,TRACKING,ALERT,0,0.7,1
1781436066.4802008,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.871,1
1781436066.4818206,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.871,1
1781436066.481902,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.871,1
1781436066.4832172,ARM_CMD,TRACKING,ALERT,0,0.871,1
1781436066.5804706,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.871,1
1781436066.5821457,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.871,1
1781436066.582227,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.871,1
1781436066.583548,ARM_CMD,TRACKING,ALERT,0,0.871,1
1781436066.6800718,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.872,1
1781436066.6810787,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.872,1
1781436066.6811595,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.872,1
1781436066.682413,ARM_CMD,TRACKING,ALERT,0,0.872,1
1781436066.7803118,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.896,1
